ID,Purpose,Purpose Code,Amount,Frequency
8506,D,4,1089,7.66
8507,A,1,50521,4.83
8508,B,2,1753,3.23
8509,A,1,52914,3.89
8510,C,3,10842,19.56
8511,D,4,43,8.7
8512,D,4,1077,9.48
8513,B,2,4239,3.49
8514,B,2,177,3.47
8515,D,4,144,11.19
8516,C,3,15015,18.94
8517,B,2,1778,2.48
8518,B,2,85,2.02
8519,B,2,1175,3.21
8520,C,3,7315,17.61
8521,B,2,5381,3.23
8522,B,2,2106,2.75
8523,C,3,12807,14.89
8524,D,4,574,6.67
8525,B,2,4516,2.35
8526,B,2,2930,3.24
8527,D,4,1669,12.6
8528,A,1,47039,6.51
8529,C,3,16163,16.35
8530,D,4,1292,12.87
8531,B,2,2908,3.45
8532,B,2,1376,3.71
8533,B,2,444,3.31
8534,C,3,14575,21.2
8535,D,4,780,12.84
8536,A,1,46703,8.64
8537,A,1,46814,6.71
8538,D,4,717,12.01
8539,A,1,50640,4.89
8540,C,3,11409,18.39
8541,C,3,16029,13.65
8542,B,2,1869,3.2
8543,D,4,18,13.78
8544,C,3,16268,17.37
8545,C,3,19128,17.52
8546,D,4,61,7.97
8547,C,3,7596,15.42
8548,B,2,688,2.44
8549,A,1,48425,5.78
8550,D,4,1411,7.65
8551,B,2,589,3.24
8552,A,1,50640,6.18
8553,B,2,1004,2.31
8554,C,3,15811,16.52
8555,B,2,3340,3.33
8556,D,4,61,8.81
8557,A,1,49657,5.14
8558,B,2,3160,2.81
8559,C,3,13885,13.8
8560,C,3,11878,16.57
8561,B,2,2834,3.01
8562,C,3,13881,15.41
8563,C,3,21167,16.44
8564,A,1,49217,7.01
8565,A,1,50071,6.29
8566,C,3,17138,16.84
8567,A,1,51295,8.9
8568,A,1,52679,11.16
8569,A,1,55663,5.56
8570,A,1,56484,6.51
8571,D,4,96,10.88
8572,B,2,990,4.35
8573,A,1,47945,6.74
8574,A,1,49608,7.77
8575,C,3,14514,16.13
8576,C,3,17420,20.2
8577,A,1,51336,3.06
8578,A,1,53503,5.07
8579,A,1,49453,8.07
8580,A,1,53602,8.39
8581,A,1,57170,4.92
8582,B,2,4501,2.55
8583,A,1,45852,10.22
8584,B,2,1449,5.08
8585,D,4,675,10.68
8586,B,2,1800,2.61
8587,A,1,47589,6.17
8588,A,1,47553,8.3
8589,B,2,2015,2.35
8590,A,1,48101,9.6
8591,D,4,543,10.61
8592,C,3,7743,18.01
8593,A,1,48269,7.54
8594,C,3,16847,13.46
8595,A,1,50988,4.09
8596,D,4,972,11.68
8597,A,1,48058,5.78
8598,D,4,1175,7.59
8599,B,2,790,2.49
8600,D,4,1119,10.41
8601,B,2,1437,1.74
8602,D,4,263,11.49
8603,C,3,19426,19.44
8604,B,2,2092,4.36
8605,D,4,983,11.71
8606,A,1,53663,4.39
8607,A,1,48696,7.02
8608,B,2,5828,2.1
8609,B,2,2722,4.19
8610,A,1,51765,5.88
8611,A,1,46951,11.83
8612,A,1,44596,8.74
8613,A,1,51150,8.55
8614,B,2,2791,2.8
8615,C,3,19324,12.94
8616,A,1,47030,9.09
8617,C,3,16100,17.17
8618,C,3,16469,21.63
8619,B,2,731,2.7
8620,B,2,147,2.87
8621,A,1,50524,8.94
8622,B,2,1668,2.97
8623,B,2,1554,2.85
8624,D,4,913,7.4
8625,C,3,26641,16.76
8626,A,1,51075,6.16
8627,D,4,1245,9.25
8628,D,4,1082,8.33
8629,A,1,44953,4.27
8630,D,4,619,10.35
8631,C,3,19284,16.51
8632,C,3,18030,14.49
8633,A,1,48933,10.33
8634,A,1,43704,5.07
8635,B,2,3937,1.7
8636,B,2,3834,1.58
8637,C,3,11974,17.91
8638,D,4,27,11.69
8639,A,1,48190,7.44
8640,A,1,48219,7.96
8641,C,3,14680,11.05
8642,D,4,141,9.16
8643,A,1,52548,8.87
8644,D,4,793,8.09
8645,D,4,489,8.62
8646,D,4,901,11.08
8647,B,2,2347,3.51
8648,C,3,21223,15.94
8649,B,2,2176,1.98
8650,A,1,48101,7
8651,B,2,669,2.36
8652,B,2,1308,2.01
8653,A,1,49930,7.19
8654,A,1,46872,3.12
8655,C,3,20066,21.67
8656,A,1,47795,3.35
8657,B,2,3408,2.74
8658,D,4,1045,6.61
8659,C,3,17031,17.3
8660,B,2,486,4.1
8661,A,1,52253,6.17
8662,D,4,846,12.69
8663,B,2,1908,3.14
8664,C,3,3607,15.71
8665,C,3,15500,22.73
8666,A,1,48921,6.44
8667,B,2,3745,4.12
8668,C,3,1946,11.93
8669,C,3,9628,17.48
8670,A,1,48232,2.36
8671,C,3,18796,14.57
8672,D,4,595,7.76
8673,C,3,21411,14.01
8674,A,1,45114,7.64
8675,C,3,15959,13.37
8676,A,1,52358,3.03
8677,A,1,53926,8.64
8678,D,4,176,11.03
8679,D,4,556,9.69
8680,B,2,3673,1.4
8681,D,4,451,10.43
8682,A,1,50954,5.94
8683,C,3,23636,16.67
8684,D,4,408,9.1
8685,A,1,50062,7.08
8686,D,4,966,11.65
8687,C,3,16247,13.83
8688,B,2,1047,2.49
8689,B,2,2540,3.03
8690,A,1,48387,5.94
8691,C,3,18013,19.05
8692,A,1,49878,5.22
8693,B,2,3863,3.55
8694,D,4,1326,8.19
8695,D,4,1277,8.43
8696,B,2,1586,2.93
8697,A,1,49568,6.09
8698,C,3,15654,9.69
8699,D,4,1101,11.02
8700,D,4,1558,5.55
8701,B,2,263,4.59
8702,C,3,19970,14.23
8703,D,4,1311,12.15
8704,A,1,54224,3.22
8705,D,4,424,8.03
8706,D,4,1285,10.29
8707,D,4,376,10.54
8708,C,3,14641,15.65
8709,D,4,645,9.33
8710,C,3,12533,14.96
8711,B,2,4812,5.07
8712,C,3,16312,17.15
8713,B,2,427,3.58
8714,B,2,2912,3.49
8715,B,2,939,3.88
8716,D,4,933,13.32
8717,D,4,133,6.94
8718,D,4,976,8.61
8719,A,1,47890,9.09
8720,B,2,4335,2.53
8721,C,3,14534,10.11
8722,D,4,1371,9.48
8723,D,4,230,9
8724,B,2,146,0.89
8725,B,2,1190,2.6
8726,C,3,23200,14.67
8727,A,1,49379,6.08
8728,D,4,640,11.41
8729,D,4,1058,15.38
8730,C,3,22782,15.24
8731,D,4,1780,8.15
8732,B,2,451,2.99
8733,B,2,3530,2.32
8734,A,1,53905,2.12
8735,A,1,53889,8.22
8736,D,4,856,10.87
8737,D,4,1027,9.28
8738,B,2,778,2.51
8739,C,3,15119,18.27
8740,D,4,585,13.87
8741,A,1,53321,9.49
8742,B,2,1865,3.68
8743,B,2,34,4.21
8744,A,1,49844,8.15
8745,B,2,4733,2.8
8746,B,2,681,1.66
8747,C,3,22950,14.47
8748,B,2,2853,2.36
8749,D,4,142,10.76
8750,B,2,2058,3.27
8751,D,4,321,9.93
8752,A,1,45443,6.72
8753,A,1,39734,6.15
8754,C,3,7773,14.14
8755,C,3,13833,16.39
8756,C,3,14807,20.07
8757,D,4,1789,9.41
8758,A,1,43583,8.1
8759,A,1,42492,7.12
8760,D,4,1646,14.07
8761,A,1,43794,4.65
8762,A,1,49696,5.58
8763,B,2,2480,5.15
8764,D,4,829,7.82
8765,C,3,16345,17.66
8766,D,4,610,11.69
8767,C,3,19387,12.25
8768,C,3,8370,17.73
8769,D,4,669,9.72
8770,D,4,1129,8.38
8771,D,4,869,9.79
8772,A,1,55420,6.22
8773,C,3,16347,13.92
8774,A,1,56105,4.64
8775,A,1,53266,5.2
8776,D,4,796,10.73
8777,A,1,47161,9.86
8778,C,3,13592,12.63
8779,A,1,48493,6.78
8780,A,1,59041,7.49
8781,C,3,8177,19.66
8782,B,2,5526,3.06
8783,D,4,1131,8.14
8784,D,4,951,12.21
8785,C,3,18312,17.37
8786,C,3,14715,14.38
8787,A,1,48503,4.93
8788,C,3,14891,20.48
8789,D,4,940,6.58
8790,C,3,24180,19.69
8791,C,3,8717,14.34
8792,A,1,46713,7.36
8793,C,3,21931,19.79
8794,D,4,1275,9.33
8795,A,1,46250,4.49
8796,D,4,937,11.89
8797,A,1,47823,8.03
8798,C,3,22908,12.28
8799,D,4,333,10.56
8800,A,1,46372,7.75
8801,C,3,6863,17.02
8802,C,3,11240,16.05
8803,D,4,847,8.4
8804,B,2,1787,3.44
8805,D,4,590,10.28
8806,D,4,487,5.76
8807,B,2,1948,3.54
8808,C,3,14456,14.45
8809,B,2,3996,1.56
8810,B,2,617,1.63
8811,D,4,894,9.97
8812,D,4,471,8.12
8813,A,1,52553,5.41
8814,B,2,3322,4.07
8815,D,4,1093,14.4
8816,A,1,51540,0.17
8817,D,4,265,12.12
8818,A,1,47933,9.84
8819,B,2,963,3.53
8820,A,1,44890,8.08
8821,C,3,8767,17.29
8822,A,1,53195,2.34
8823,A,1,56871,4.68
8824,A,1,53242,4.46
8825,A,1,56053,3.87
8826,C,3,16619,13.38
8827,A,1,51422,4.08
8828,A,1,52571,6.79
8829,C,3,24288,14.35
8830,C,3,13271,12.98
8831,D,4,456,9.25
8832,B,2,1610,3.3
8833,B,2,4896,5.04
8834,D,4,675,10.82
8835,B,2,2470,4.02
8836,C,3,18031,16.14
8837,A,1,51746,3.23
8838,A,1,50129,4.14
8839,D,4,704,11.67
8840,D,4,188,11.07
8841,B,2,4328,3.04
8842,C,3,11553,18.93
8843,D,4,850,11.66
8844,A,1,50102,8.87
8845,C,3,10449,14.42
8846,A,1,51378,5.22
8847,C,3,19620,23.24
8848,D,4,1573,14.36
8849,B,2,2782,3.22
8850,A,1,45712,7.98
8851,A,1,45466,4.86
8852,C,3,7664,19.51
8853,A,1,46259,8.52
8854,D,4,1310,12.89
8855,A,1,50402,6.29
8856,B,2,1552,1.4
8857,C,3,12323,14.95
8858,D,4,135,11.55
8859,D,4,1899,10.44
8860,C,3,12680,17.62
8861,D,4,1587,12.78
8862,D,4,543,8.51
8863,B,2,1363,4.62
8864,B,2,3251,2.75
8865,B,2,17,4.8
8866,B,2,2687,2.9
8867,D,4,516,10.9
8868,D,4,315,7.66
8869,B,2,1786,5
8870,C,3,19222,14.33
8871,A,1,50826,10.85
8872,D,4,696,11.06
8873,C,3,19046,12.77
8874,C,3,12112,20.3
8875,D,4,862,13.74
8876,C,3,14094,16.26
8877,B,2,1454,2.34
8878,C,3,16494,25.44
8879,D,4,824,12.56
8880,A,1,48714,8.36
8881,A,1,51263,4.97
8882,B,2,5334,1.69
8883,D,4,378,10.27
8884,A,1,51862,6.56
8885,C,3,10352,15
8886,D,4,923,12.75
8887,B,2,1217,2.74
8888,C,3,16346,15.29
8889,C,3,8744,18.44
8890,A,1,53716,6.29
8891,B,2,237,2.98
8892,B,2,3732,4.02
8893,D,4,1041,11.2
8894,B,2,2718,3.08
8895,B,2,1046,3.95
8896,A,1,49208,4.22
8897,A,1,52439,5.18
8898,A,1,52693,7.21
8899,B,2,1508,3
8900,C,3,16220,16.1
8901,D,4,48,9.42
8902,C,3,7639,15.74
8903,D,4,648,9.79
8904,C,3,19949,14.2
8905,B,2,9,2.29
8906,C,3,22062,25.48
8907,B,2,2409,2.94
8908,C,3,8277,15.4
8909,B,2,2749,5.45
8910,A,1,44952,7.46
8911,B,2,822,3.05
8912,D,4,1005,14.28
8913,B,2,2881,1.94
8914,A,1,55075,5.39
8915,B,2,1755,2.75
8916,D,4,890,11.03
8917,D,4,1033,10.36
8918,A,1,51066,8.04
8919,D,4,1274,7.72
8920,A,1,48671,5.53
8921,B,2,2499,2.96
8922,C,3,16013,15.5
8923,D,4,1004,9.52
8924,C,3,18292,11.95
8925,A,1,43865,5.93
8926,A,1,40830,9.64
8927,B,2,4185,2.58
8928,D,4,1333,8.48
8929,D,4,961,9.73
8930,A,1,44691,9.82
8931,A,1,52035,5.44
8932,C,3,14900,23.71
8933,B,2,653,4.54
8934,A,1,51265,3.62
8935,D,4,1571,12.71
8936,B,2,1027,2.81
8937,A,1,45113,5.1
8938,D,4,1101,12.47
8939,D,4,622,11.45
8940,B,2,1974,3.35
8941,B,2,2328,2.92
8942,A,1,46033,5.5
8943,B,2,4874,1.61
8944,C,3,22398,17.15
8945,D,4,788,8.76
8946,A,1,45971,7.91
8947,C,3,22497,11.78
8948,B,2,3125,2.17
8949,C,3,8975,16.68
8950,B,2,1702,2.81
8951,A,1,52314,3.81
8952,A,1,57481,4.53
8953,A,1,53137,6.23
8954,A,1,46993,3.74
8955,C,3,22306,9.45
8956,C,3,10785,11.94
8957,B,2,1889,2.89
8958,D,4,1178,10.78
8959,B,2,1459,2.99
8960,B,2,1752,2.58
8961,D,4,265,6.31
8962,A,1,49919,7.29
8963,C,3,21032,20.02
8964,C,3,20338,14.14
8965,D,4,738,12
8966,B,2,4134,3.4
8967,A,1,53827,5.3
8968,C,3,15907,12.24
8969,D,4,266,8.48
8970,B,2,3458,3.3
8971,D,4,1124,10.64
8972,D,4,422,9.85
8973,A,1,47020,3.1
8974,A,1,52131,8.54
8975,D,4,768,8.04
8976,B,2,2907,3.42
8977,B,2,3697,3.74
8978,B,2,2132,1.64
8979,B,2,35,3.86
8980,C,3,7903,20.9
8981,B,2,797,3.17
8982,B,2,680,4.14
8983,B,2,7341,4.16
8984,B,2,2400,2.35
8985,B,2,1336,3.98
8986,D,4,833,9.99
8987,D,4,742,7.47
8988,B,2,5149,2.77
8989,A,1,51087,4.71
8990,D,4,662,7.18
8991,D,4,1208,8.78
8992,B,2,467,2.36
8993,A,1,49019,6.95
8994,A,1,51424,7.9
8995,A,1,51462,8.73
8996,B,2,1328,4.05
8997,C,3,18238,11.07
8998,D,4,78,11.82
8999,B,2,262,3.52
9000,D,4,480,6.5
9001,D,4,385,9.53
9002,C,3,14878,16.23
9003,D,4,448,10.11
9004,D,4,453,7.85
9005,C,3,15431,15.74
9006,A,1,51032,8.57
9007,D,4,239,11.29
9008,D,4,558,10.28
9009,B,2,3866,2.17
9010,D,4,1241,10.06
9011,A,1,47135,6.4
9012,D,4,384,9.4
9013,C,3,7093,15.65
9014,A,1,50129,4.47
9015,B,2,833,2.27
9016,D,4,357,14.45
9017,C,3,11300,14.76
9018,A,1,54665,7.4
9019,C,3,10988,18.5
9020,B,2,4183,2.95
9021,A,1,50658,7.13
9022,C,3,10376,19.49
9023,C,3,14148,14.46
9024,B,2,1294,2.66
9025,D,4,648,7.65
9026,C,3,14589,12.59
9027,B,2,317,3.35
9028,D,4,178,7.88
9029,B,2,5439,2.93
9030,B,2,1841,4.28
9031,B,2,4376,2.47
9032,B,2,2850,3.2
9033,A,1,49968,7.18
9034,D,4,843,10.61
9035,D,4,544,10.26
9036,D,4,502,15.41
9037,B,2,1010,2.54
9038,B,2,1281,3.96
9039,D,4,398,12.01
9040,D,4,378,7.24
9041,D,4,1393,9.45
9042,C,3,20296,13.71
9043,D,4,767,10.58
9044,B,2,4493,2.32
9045,D,4,1005,5.51
9046,D,4,1064,8.71
9047,C,3,17418,14.16
9048,A,1,45064,3.81
9049,B,2,4431,1.74
9050,A,1,48683,10.06
9051,C,3,12481,19.78
9052,C,3,9273,14.15
9053,A,1,43982,5.99
9054,C,3,21623,18.05
9055,D,4,1053,7.25
9056,D,4,303,10.94
9057,B,2,2045,3.64
9058,C,3,18559,12.9
9059,D,4,422,10.8
9060,B,2,3719,3.91
9061,A,1,55155,4.93
9062,A,1,51811,8.2
9063,D,4,700,9.14
9064,B,2,903,2.29
9065,C,3,22577,10.9
9066,C,3,16676,16.64
9067,C,3,1936,17.93
9068,B,2,3871,2.71
9069,C,3,25210,12.32
9070,A,1,49547,6.28
9071,D,4,1210,8.47
9072,C,3,12450,10.33
9073,B,2,1613,2.09
9074,B,2,4829,4.37
9075,C,3,13276,16.89
9076,C,3,20343,17.55
9077,C,3,9571,15.78
9078,D,4,1128,9.44
9079,D,4,1073,9.96
9080,C,3,23464,13.6
9081,C,3,18980,9.59
9082,C,3,14736,16.21
9083,B,2,297,2.52
9084,D,4,1007,10.86
9085,B,2,774,4.42
9086,B,2,5884,3.01
9087,B,2,1846,3.77
9088,B,2,820,5.51
9089,C,3,12283,13.73
9090,C,3,13655,15.01
9091,D,4,304,7.49
9092,D,4,1303,12.23
9093,B,2,245,2.62
9094,C,3,14791,15.99
9095,A,1,49062,5.91
9096,B,2,4206,3.85
9097,A,1,45084,5.59
9098,B,2,3844,2.28
9099,C,3,15123,13.39
9100,A,1,46124,7.59
9101,B,2,3174,5.73
9102,A,1,53686,9.27
9103,D,4,1420,9.9
9104,A,1,48476,5.5
9105,D,4,141,11.54
9106,D,4,128,13.32
9107,C,3,4887,15.56
9108,B,2,4545,4.14
9109,D,4,686,12.46
9110,B,2,4423,4.49
9111,A,1,53113,4.81
9112,B,2,1405,4.37
9113,C,3,9784,20.8
9114,C,3,9451,17.7
9115,C,3,4062,14.67
9116,D,4,728,8.71
9117,B,2,1811,2.21
9118,C,3,538,17.96
9119,C,3,26733,17.4
9120,D,4,860,10.59
9121,C,3,16738,13.73
9122,D,4,1130,9.07
9123,C,3,13761,16.08
9124,A,1,48019,9.96
9125,B,2,236,3.34
9126,D,4,188,10.77
9127,A,1,53705,4.89
9128,A,1,49181,5.15
9129,A,1,48568,5.31
9130,C,3,13782,14.41
9131,B,2,3111,3.42
9132,A,1,46484,4.75
9133,A,1,48697,4.11
9134,C,3,11186,20.74
9135,A,1,50793,6.25
9136,C,3,13318,16.46
9137,B,2,3325,3.69
9138,D,4,1025,10.89
9139,D,4,1046,7.06
9140,B,2,4584,5.63
9141,C,3,12113,11.19
9142,A,1,50533,6.44
9143,A,1,52794,5.15
9144,B,2,890,4.56
9145,A,1,49989,4.1
9146,B,2,2430,1.5
9147,B,2,1481,2.63
9148,B,2,3710,3.24
9149,B,2,496,4.34
9150,D,4,2050,10.87
9151,D,4,999,8.51
9152,C,3,17462,19.59
9153,A,1,50037,6.25
9154,A,1,49160,5.62
9155,C,3,17125,16.97
9156,A,1,49396,6.95
9157,A,1,46435,5.63
9158,B,2,78,3.88
9159,D,4,495,7.19
9160,D,4,897,11.31
9161,A,1,47121,5.8
9162,A,1,54292,2.44
9163,A,1,51883,4.98
9164,A,1,51041,10.42
9165,C,3,12335,17.88
9166,D,4,630,11.22
9167,C,3,20311,11.28
9168,B,2,2312,3.15
9169,C,3,9115,18.28
9170,C,3,12437,17.09
9171,B,2,5450,2.12
9172,A,1,45426,6.88
9173,C,3,15724,18.77
9174,D,4,60,10.31
9175,D,4,832,10.7
9176,A,1,44577,10.82
9177,D,4,1350,8.82
9178,C,3,26571,9.64
9179,D,4,890,8.43
9180,B,2,2836,3.48
9181,D,4,1504,7.14
9182,D,4,1342,12.57
9183,A,1,51381,7.39
9184,A,1,48978,3.8
9185,D,4,415,7.7
9186,A,3,51582,0.08
9187,C,3,17250,19.65
9188,D,4,1022,12.2
9189,B,2,2087,2.86
9190,C,3,7845,12.95
9191,B,2,3159,3.62
9192,B,2,2267,5.41
9193,B,2,1232,4.02
9194,C,3,10823,16.16
9195,C,3,16679,14.6
9196,D,4,1658,14.44
9197,D,4,621,10.79
9198,A,1,50746,7.02
9199,B,2,2801,3.86
9200,B,2,1086,4.82
9201,A,1,47866,6.65
9202,A,1,46135,4.9
9203,A,1,44156,4.7
9204,C,3,14739,19.01
9205,A,1,48469,8.92
9206,C,3,16414,18.4
9207,B,2,3819,4.45
9208,B,2,4086,3.3
9209,A,1,48139,6.56
9210,A,1,50038,5.99
9211,A,1,49352,4.43
9212,D,4,490,10.26
9213,D,4,431,10.42
9214,C,3,13675,13.35
9215,B,2,2126,3.47
9216,D,4,1445,14.02
9217,D,4,281,7.86
9218,B,2,4885,2.76
9219,D,4,781,9.5
9220,B,2,2234,1.96
9221,D,4,52,10.54
9222,C,3,16705,10.73
9223,D,4,936,11.54
9224,C,3,12790,15.88
9225,A,1,46515,8.65
9226,B,2,1774,4.01
9227,A,1,50513,7.99
9228,B,2,3010,3.52
9229,D,4,294,7.8
9230,C,3,11461,14.5
9231,A,1,54369,3.99
9232,A,1,52657,5.34
9233,A,1,51430,6.69
9234,B,2,1405,4.38
9235,B,2,2159,3.18
9236,D,4,291,14.21
9237,B,2,1406,3.5
9238,D,4,989,10.5
9239,C,3,13363,17.23
9240,A,1,43433,6.67
9241,B,2,657,0.63
9242,B,2,3815,2.25
9243,C,3,16595,14.15
9244,B,2,197,2.75
9245,B,2,3095,2.64
9246,C,3,15723,17.36
9247,C,3,9605,17.89
9248,A,1,47845,10.03
9249,A,1,50180,5.96
9250,A,1,51880,4.01
9251,D,4,281,12.33
9252,C,3,10853,9.36
9253,A,1,52385,9.48
9254,B,2,1422,3.36
9255,D,4,503,13.85
9256,A,1,53160,5.52
9257,D,4,325,8.65
9258,B,2,2898,1.19
9259,B,2,2574,3.48
9260,D,4,1061,8.29
9261,A,1,48968,6.85
9262,A,1,49529,7.42
9263,B,2,878,1.52
9264,A,1,50240,5.92
9265,B,2,732,2.54
9266,D,4,721,9.14
9267,A,1,52327,5.81
9268,A,1,48729,7.49
9269,B,2,4475,2.12
9270,A,1,46377,7.4
9271,D,4,884,9.96
9272,A,1,49108,4.19
9273,B,2,1362,3.31
9274,B,2,1511,2.68
9275,A,1,50990,7.18
9276,A,1,43898,4.57
9277,A,1,49282,3.6
9278,B,2,3939,1.22
9279,A,1,45490,7.41
9280,D,4,669,9.39
9281,C,3,26151,21.89
9282,B,2,2262,3.75
9283,A,1,48348,8.43
9284,C,3,15876,15.75
9285,B,2,7525,3.39
9286,D,4,610,9.78
9287,C,3,15451,16.61
9288,C,3,20418,16.63
9289,D,4,1104,5.44
9290,A,1,47342,6.88
9291,C,3,9352,17.5
9292,D,4,1212,11.21
9293,B,2,4012,3.16
9294,A,1,48593,6.2
9295,B,2,1695,3.36
9296,B,2,3569,3.58
9297,D,4,1152,11.95
9298,B,2,712,1.94
9299,B,2,1948,2.1
9300,D,4,364,8.44
9301,A,1,53129,2.8
9302,A,1,46757,7.13
9303,D,4,470,11.63
9304,D,4,801,13.83
9305,C,3,9169,18.68
9306,C,3,15094,21.48
9307,B,2,2111,3.46
9308,C,3,21682,12.37
9309,D,4,1338,8.62
9310,A,1,46722,4.76
9311,D,4,1075,8.32
9312,B,2,4149,3.53
9313,C,3,12274,16.81
9314,C,3,14595,19.74
9315,A,1,57302,5.26
9316,C,3,4545,14.11
9317,A,1,50154,5.85
9318,C,3,18568,15.67
9319,B,2,1527,4.18
9320,C,3,16463,19.89
9321,B,2,300,3.59
9322,B,2,1014,3.84
9323,A,1,49426,5.6
9324,C,3,21906,9.65
9325,B,2,1701,1.9
9326,D,4,1157,6.69
9327,D,4,299,7.97
9328,C,3,11891,20.59
9329,B,2,2636,3.52
9330,D,4,104,11.08
9331,D,4,1310,11.2
9332,D,4,1183,5.56
9333,D,4,769,11.59
9334,B,2,20,3.25
9335,D,4,439,12.17
9336,D,4,4,6.65
9337,B,2,6704,2.3
9338,B,2,954,2.65
9339,A,1,54502,10.11
9340,B,2,3322,3.29
9341,C,3,8826,14.11
9342,A,1,46620,6.14
9343,D,4,529,10.04
9344,D,4,639,9.4
9345,D,4,934,7.19
9346,B,2,1792,3.02
9347,B,2,3147,3.63
9348,D,4,324,9.53
9349,D,4,945,9.65
9350,A,1,49733,5.71
9351,C,3,18541,11.34
9352,D,4,1212,15.97
9353,B,2,2321,4.43
9354,C,3,23835,14.78
9355,D,4,114,8.73
9356,B,2,2302,2.83
9357,B,2,1986,3.69
9358,C,3,20311,18.95
9359,D,4,416,9.92
9360,B,2,1446,3.78
9361,A,1,49007,4.71
9362,A,1,50333,8.63
9363,C,3,20393,11.74
9364,A,1,52335,4.88
9365,B,2,546,3.1
9366,C,3,18520,13.29
9367,B,2,2156,3.96
9368,A,1,51461,7.19
9369,A,1,48935,6.74
9370,B,2,4146,3.76
9371,A,1,51172,7.88
9372,D,4,564,12.81
9373,D,4,81,6.7
9374,B,2,1267,2.54
9375,C,3,9084,22.46
9376,B,2,4708,4.11
9377,C,3,5772,13.75
9378,C,3,20276,16.5
9379,B,2,1441,2.03
9380,B,2,629,3.35
9381,D,4,807,9
9382,A,1,50788,4.93
9383,A,1,49671,7.39
9384,C,3,15142,14.59
9385,C,3,22186,19.25
9386,D,4,753,9.6
9387,B,2,939,3.13
9388,B,2,2150,3.79
9389,D,4,996,8.91
9390,B,2,1680,2.94
9391,C,3,19047,23.99
9392,A,1,47177,6.73
9393,C,3,20943,20.33
9394,A,1,47573,6.14
9395,A,1,50921,8.72
9396,A,1,52257,6.18
9397,C,3,11789,21.94
9398,D,4,638,10.49
9399,C,3,7791,16.97
9400,A,1,54326,7.22
9401,C,3,15813,17.94
9402,B,2,146,5.26
9403,C,3,13906,18.74
9404,C,3,12275,12.9
9405,A,1,50669,4.64
9406,C,3,11366,16.02
9407,A,1,54769,5.06
9408,C,3,12814,15.43
9409,C,3,13463,15.6
9410,A,1,50879,7.72
9411,B,2,2923,4.85
9412,D,4,1206,7.52
9413,C,3,17492,14.33
9414,C,3,12132,20.14
9415,D,4,57,11.31
9416,A,1,43211,5.18
9417,B,2,2242,2.82
9418,B,2,1755,2.81
9419,C,3,16783,15.14
9420,A,1,47188,8.84
9421,C,3,19141,18.38
9422,C,3,18947,19.97
9423,D,4,1678,9.34
9424,C,3,19042,15.48
9425,B,2,1803,1.43
9426,D,4,448,11.82
9427,B,2,5197,4.36
9428,C,3,1699,19.42
9429,A,1,47365,3.81
9430,C,3,18032,15.63
9431,A,1,52205,7.05
9432,B,2,1065,3.61
9433,A,1,56303,7.04
9434,B,2,2289,3.35
9435,C,3,15464,22.69
9436,D,4,45000,12
9437,A,1,47262,5.88
9438,A,1,51254,3.77
9439,B,2,3036,3.25
9440,C,3,18947,22.8
9441,D,4,662,9.26
9442,B,2,1481,3.92
9443,B,2,2202,3.57
9444,C,3,10166,14.23
9445,D,4,830,9.37
9446,A,1,48284,9.25
9447,D,4,1247,13.88
9448,D,4,544,8.7
9449,B,2,1073,3.55
9450,C,3,11654,12.28
9451,A,1,51913,4.15
9452,C,3,12892,18.38
9453,B,2,317,3.31
9454,A,1,48938,4.59
9455,B,2,119,4.08
9456,A,1,53944,5.02
9457,C,3,15296,9.46
9458,D,4,1118,11.5
9459,C,3,12135,14.19
9460,B,2,1680,3.97
9461,D,4,540,8.74
9462,D,4,1370,10.81
9463,D,4,682,8.54
9464,D,4,550,12.65
9465,D,4,584,9.91
9466,A,1,47996,10.88
9467,B,2,2627,3
9468,B,2,5457,3.42
9469,B,2,240,2.64
9470,B,2,1261,2.65
9471,C,3,14671,14.22
9472,A,1,46833,8.82
9473,A,1,46647,9.38
9474,D,4,481,10.96
9475,A,1,51083,2.53
9476,B,2,1536,0.71
9477,D,4,34,5.05
9478,A,1,46899,3.27
9479,B,2,3028,3.24
9480,D,4,465,8.46
9481,D,4,1082,11.12
9482,D,4,1064,14.78
9483,A,1,45946,3.62
9484,A,1,55708,9.07
9485,D,4,260,6.66
9486,D,4,1360,13.27
9487,D,4,1124,12.36
9488,C,3,12279,22.93
9489,C,3,17659,20.63
9490,A,1,46356,7.17
9491,A,1,55291,4.59
9492,D,4,312,12.95
9493,A,1,55278,5.31
9494,B,2,4283,2.81
9495,C,3,16209,13.85
9496,C,3,21707,14.67
9497,C,3,23281,12.8
9498,A,1,48390,4.01
9499,C,3,21479,16.03
9500,C,3,17586,17.06
9501,C,3,27257,11.65
9502,A,1,53803,6.74
9503,C,3,22750,13.52
9504,B,2,1403,3.64
9505,A,1,51129,5.53
9506,A,1,53480,6.78
9507,B,2,3911,3.62
9508,A,1,51131,4.45
9509,D,4,1289,11.2
9510,B,2,3653,3.11
9511,B,2,4100,2.78
9512,D,4,1296,11.53
9513,D,4,372,11.25
9514,C,3,18658,16.9
9515,D,4,945,8.49
9516,C,3,5342,15.5
9517,D,4,772,7.62
9518,A,1,51124,5.43
9519,C,3,20580,18.91
9520,A,1,50801,6.86
9521,D,4,344,10.1
